Title,Decisions,links
Alibaba's record IPO covered entire deal in 2 days: Sources,"{""Alibab"": ""neutral""}",https://www.reuters.com/article/alibaba-group-ipo-idUKL3N0RG2AD20140915
Amara Raja posts 13% growth; market leader Exide slips 11%,"{""Amara Raja"": ""neutral"", ""Exide"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/amara-raja-posts-13-growth-market-leader-exide-slips-11/articleshow/29432494.cms
"Amitabh Bachchan rings opening bell of BSE while promoting ""Yudh""","{""BSE"": ""neutral""}",https://economictimes.indiatimes.com/amitabh-bachchan-rings-opening-bell-of-bse-while-promoting-yudh/articleshow/36732147.cms
Analysis of the performance of mid-sized banks in Q1 FY13,"{""mid-sized banks"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/analysis-of-the-performance-of-mid-sized-banks-in-q1-fy13/articleshow/16383836.cms
Analysts see no major impact from new Fed tapering talks,"{""Fed"": ""neutral""}",https://www.businesstoday.in/latest/economy-politics/story/analysts-see-no-major-impact-from-new-fed-tapering-talks-132903-2014-03-23
Anoop Singh to quit as IMF's  Asia Pacific Director,"{""IMF"": ""neutral""}",https://m.economictimes.com/anoop-singh-to-quit-as-imfs-asia-pacific-director/articleshow/21374806.cms
"Asia tentative, awaits word on US Federal Reserve rate outlook","{""US Federal Reserve"": ""neutral""}",https://www.livemint.com/Money/1BuPcdjDXpIld8lSVqCQyL/Asia-tentative-awaits-word-on-Fed-rate-outlook.html
BAE Systems names John Brosnan as new India managing director,"{""BAE Systems"": ""neutral""}",https://m.economictimes.com/bae-systems-names-john-brosnan-as-new-india-managing-director/articleshow/29613941.cms
Banking is the sector is own right now: Satish Betadur,"{""Banking"": ""neutral""}","https://m.economictimes.com/archivelist/year-2010,month-1,starttime-40198.cms"
Bharti Airtel to raise 250 million Euros for 5 year,"{""Bharti Airtel"": ""neutral""}",https://m.economictimes.com/markets/bonds/bharti-airtel-to-raise-250-million-euros-for-5-year/articleshow/28740093.cms
BNP Paribas buys Mahindra Holidays shares for Rs 20.3 crore,"{""Mahindra Holidays"": ""positive"", ""BNP Paribas"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/bnp-paribas-buys-mahindra-holidays-shares-for-rs-20-3-crore/articleshow/20864722.cms
BNP Paribas fine shows dollar key role in global markets,"{""BNP Paribas"": ""neutral""}",https://news.yahoo.com/bnp-paribas-fine-shows-dollars-key-role-global-053823585.html
Bourses ask cos to strictly comply with 'trading window' rules,"{""Bourses"": ""neutral""}",https://m.economictimes.com/bourses-ask-cos-to-strictly-comply-with-trading-window-rules/articleshow/28795128.cms
"British markets breathe sigh of relief as Scotland votes ""No""","{""British markets"": ""neutral""}",https://www.theedgemarkets.com/article/british-markets-breathe-sigh-relief-scots-vote-no
BSE resumes trading after tech glitch; top 20 trading ideas,"{""BSE"": ""neutral""}",https://economictimes.indiatimes.com/bse-resumes-trading-post-tech-glitch-traders-arbitragers-hit-most/articleshow/37695798.cms
"BSE resumes trading post tech glitch; traders, arbitragers hit most","{""BSE"": ""neutral""}",https://m.economictimes.com/bse-resumes-trading-post-tech-glitch-traders-arbitragers-hit-most/articleshow/37695798.cms
BSE to auction unused government bonds limit to foreign investors,"{""BSE"": ""neutral""}",https://sports.yahoo.com/news/india-auction-unused-govt-debt-080315585.html
Build defensive portfolio in volatile markets: HDFC Standard Life Insurance,"{""HDFC Standard Life Insurance"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/build-defensive-portfolio-in-volatile-markets-hdfc-standard-life-insurance/articleshow/6018822.cms
CBI expected to seek licensing records of NSEL from states,"{""CBI"": ""neutral"", ""NSEL"": ""neutral""}",https://www.business-standard.com/article/pti-stories/cbi-expected-to-seek-licensing-records-of-nsel-from-states-114011300693_1.html
Centre seeks more time to pass FTIL-NSEL final merger order,"{""FTIL"": ""neutral"", ""NSEL"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/centre-seeks-more-time-to-pass-ftil-nsel-final-merger-order/articleshow/50275038.cms
CERC gives Financial Technologies more time for IEX stake sale,"{""Financial Technologies"": ""neutral"", ""IEX"": ""neutral"", ""CERC"": ""neutral""}",https://m.economictimes.com/markets/commodities/cerc-gives-financial-technologies-more-time-for-iex-stake-sale/articleshow/44194851.cms
Chances are that Nifty will go towards 8650-8700: Ashwani Gujral,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/chances-are-that-nifty-will-go-towards-8650-8700-ashwani-gujral/articleshow/45258336.cms
Cheap valuations of public sector banks: Buy or no buy?,"{""public sector banks"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/cheap-valuations-of-public-sector-banks-buy-or-no-buy/articleshow/16492299.cms
China sets stage for opening commodity futures to foreign investors,"{""China"": ""neutral"", ""commodity futures"": ""neutral""}",https://www.reuters.com/article/us-china-commodities-exchanges/china-sets-stage-for-opening-commodity-futures-to-foreign-investors-idUSKBN0KE1JQ20150105
China state-owned margin finance corp says to ensure market stability,"{""China"": ""neutral""}",https://www.reuters.com/article/us-china-markets-finance-idINKCN0PI09W20150708
China yuan remains nearly flat as ruling party meeting opens,"{""China yuan"": ""neutral""}",https://www.reuters.com/world/china/xi-opens-congress-chinas-state-hands-keep-markets-steady-2022-10-17/
Cipla: Focus on exports critical to swing in future surprises,"{""Cipla"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/cipla-focus-on-exports-critical-to-swing-in-future-surprises/articleshow/5511377.cms
Cisco rejigs India operations; appoints Dinesh Malkani as President Sales,"{""Cisco"": ""neutral""}",https://economictimes.indiatimes.com/cisco-rejigs-india-operations-appoints-dinesh-malkani-as-president-sales/articleshow/36107803.cms
Cognizant September quarter results: Five things to watch out for,"{""Cognizant"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/cognizant-september-quarter-results-five-things-to-watch-out-for/articleshow/25248227.cms
Colvyn Harris gets South Asia as JWT 'deconstructs' region roles,"{""JWT"": ""neutral""}",https://m.economictimes.com/colvyn-harris-gets-south-asia-as-jwt-deconstructs-region-roles/articleshow/16456861.cms
Cos listed on VSEL to move on BSE dissemination board,"{""VSEL"": ""neutral"", ""BSE"": ""neutral""}",https://m.economictimes.com/cos-listed-on-vsel-to-move-on-bse-dissemination-board/articleshow/49757113.cms
Cos with high IPO grades have higher PE multiples: Crisil,"{""Crisil"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/cos-with-high-ipo-grades-have-higher-pe-multiples-crisil/articleshow/5477585.cms
Crackdown on Ponzi schemes: Ordinance empowering Sebi set to lapse,"{""Sebi"": ""neutral""}",https://m.economictimes.com/crackdown-on-ponzi-schemes-ordinance-empowering-sebi-set-to-lapse/articleshow/28717684.cms
"Definance Technologies, now Hinduja Tech, plans to enter new markets","{""Definance Technologies"": ""positive"", ""Hinduja Tech"": ""positive""}",https://m.economictimes.com/definance-technologies-now-hinduja-tech-plans-to-enter-new-markets/articleshow/41602350.cms
Dewan Housing's PE arm ArthVeda Fund launches infrastructure debt fund,"{""Dewan Housing"": ""neutral"", ""ArthVeda Fund"": ""neutral""}",https://m.economictimes.com/markets/bonds/dewan-housings-pe-arm-arthveda-fund-launches-infrastructure-debt-fund/articleshow/19457704.cms
Did IGate's Board wrong its shareholders? Law firms are examining,"{""IGate"": ""neutral""}",https://www.businessinsider.in/did-igates-board-wrong-its-shareholders-law-firms-are-examining/articleshow/47097223.cms
Digjam promoters settle case with Sebi; pay Rs 13.27 lakh,"{""Digjam"": ""neutral""}",https://m.economictimes.com/digjam-promoters-settle-case-with-sebi-pay-rs-13-27-lakh/articleshow/28552026.cms
"Domestic companies turn back on bank loans, issue bonds instead","{""Domestic companies"": ""neutral""}",https://www.investopedia.com/articles/investing/062813/why-companies-issue-bonds.asp
DSK Developers launches Rs 200 crore public issue of debentures,"{""DSK Developers"": ""neutral""}",https://m.economictimes.com/markets/bonds/dsk-developers-launches-rs-200-crore-public-issue-of-debentures/articleshow/39627929.cms
ECB QE: What markets expect and what it might mean,"{""ECB"": ""neutral""}",https://www.reuters.com/article/ecb-policy-qe-idUKL6N0V02Q220150121
ECB says forex benchmark rates compiled on too narrow basis,"{""ECB"": ""neutral""}",https://www.reuters.com/article/ecb-forex-regulations-idUSL5N0OZ1Q420140618
"EGoM to decide Engineers India FPO date, price band tomorrow","{""Engineers India"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/egom-to-decide-engineers-india-fpo-date-price-band-tomorrow/articleshow/29827183.cms
EID Parry declares interim dividend of Rs 4 per share,"{""EID Parry"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/eid-parry-declares-interim-dividend-of-rs-4-per-share/articleshow/12333228.cms
ET 500: Why Dynamatic is the Infosys of aerospace manufacturing,"{""Dynamatic"": ""neutral"", ""Infosys"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/et-500-why-dynamatic-is-the-infosys-of-aerospace-manufacturing/articleshow/42537301.cms
Europe shares mixed as buoyant results offset by China woes,"{""Europe shares"": ""neutral""}",https://www.reuters.com/article/markets-stocks-europe-idUKL5N10T3BU20150818
Expect markets to be range bound going ahead: Mitesh Thacker,"{""markets"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/expect-markets-to-be-range-bound-going-ahead-mitesh-thacker/articleshow/40921455.cms
"F & O Tracker: 6,150 key support level for Nifty","{""Nifty"": ""neutral""}",https://m.economictimes.com/f-o-tracker-6150-key-support-level-for-nifty/articleshow/28813766.cms
F&O Tracker: Market may move in a range till May-end,"{""Market"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/news/how-to-read-fo-open-interest-data-to-determine-market-trend/articleshow/78073044.cms
F&O tracker: Next support for Nifty seen at 8320 levels,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/fo-tracker-next-support-for-nifty-seen-at-8320-levels/articleshow/45452423.cms
Fatpipe Networks extends IPO; price band revised to Rs 80-85,"{""Fatpipe Networks"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/fatpipe-networks-extends-ipo-price-band-revised-to-rs-80-85/articleshow/6031587.cms
FII's step up stocks purchase after IMF reiterates positive growth,"{""IMF"": ""neutral""}",https://m.economictimes.com/fiis-step-up-stocks-purchase-after-imf-reiterates-positive-growth/articleshow/33519663.cms
Finance Ministry sets ball rolling for listing of UTI AMC,"{""UTI AMC"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/finance-ministry-sets-ball-rolling-for-listing-of-uti-amc/articleshow/40949989.cms
Fiscal deficit to be around 5% this year: JP Morgan,"{""JP Morgan"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/fiscal-deficit-to-be-around-5-this-year-jp-morgan/articleshow/7592196.cms
Five things to watch out for in HCL Technologies earnings,"{""HCL Technologies"": ""neutral""}",https://www.news18.com/news/business/hcl-tech-q4-results-today-profit-attrition-5-things-to-watch-out-for-5023555.html
Five things to watch out for in TCS Q1 results,"{""TCS"": ""neutral""}",https://www.news18.com/news/business/tcs-q1-results-today-5-key-things-to-watch-out-for-5512369.html
FM P Chidambaram seeking to empower Sebi against ponzi schemes,"{""Sebi"": ""neutral""}",https://www.business-standard.com/article/markets/fm-writes-to-ls-speaker-on-sebi-bill-114012300839_1.html
Foreign investors navigate turmoil in Chinese markets with new playbook,"{""Chinese markets"": ""negative""}",https://www.reuters.com/article/china-markets-foreignfunds-idINKCN0R401T20150904
Former Idea Cellular MD Sanjeev Aga joins Board of Subex,"{""Idea Cellular"": ""neutral""}",https://m.economictimes.com/former-idea-cellular-md-sanjeev-aga-joins-board-of-subex/articleshow/8389564.cms
Fortis get shareholders' nod for selling 6.5% stake to GIC,"{""Fortis"": ""positive"", ""GIC"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/fortis-get-shareholders-nod-for-selling-6-5-stake-to-gic/articleshow/6029527.cms
F-Secure appoints Amit Nath as Country Manager India & SAARC,"{""F-Secure"": ""neutral""}",https://m.economictimes.com/f-secure-appoints-amit-nath-as-country-manager-india-saarc/articleshow/34726654.cms
FTIL calls board meeting tomorrow to discuss Jignesh Shah's arrest,"{""FTIL"": ""neutral""}",https://m.economictimes.com/ftil-calls-board-meeting-tomorrow-to-discuss-jignesh-shahs-arrest/articleshow/34791864.cms
"FTIL, brokers fight to tell 'their side of the story'","{""FTIL"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/ftil-brokers-fight-to-tell-their-side-of-the-story/articleshow/46669165.cms
FTSE adds 9 Indian firms to key Asia Pacific index,"{""FTSE"": ""neutral"", ""Asia Pacific index"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/ftse-adds-9-indian-firms-to-key-asia-pacific-index/articleshow/46468594.cms
FTSE to keep sanctioned Russian banks in indexes for now,"{""FTSE"": ""neutral"", ""Russian banks"": ""neutral""}",https://www.reuters.com/article/ukraine-crisis-russia-ftse-idUSL5N0QM06320140816
"Future Retail files papers for Rs 1,600 cr rights issue","{""Future Retail"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/future-retail-files-papers-for-rs-1600-cr-rights-issue/articleshow/39237352.cms
GE appoints Munesh Makhija as MD of India technology centre,"{""GE"": ""neutral""}",https://www.ge.com/news/press-releases/ge-appoints-munesh-makhija-managing-director-ge-india-technology-center-and-chief
GlaxoSmithKline posts Rs 79.75 cr net profit in Dec quarter,"{""GlaxoSmithKline"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/glaxosmithkline-posts-rs-79-75-cr-net-profit-in-dec-quarter/articleshow/29910195.cms
"Gold firms near $1,200, poised to end 2014 largely flat","{""Gold"": ""neutral""}",https://www.cnbc.com/2014/12/30/gold-extends-gains-set-to-close-2014-on-a-firm-note.html
"Goldman Sachs prices 30-year, $974 million bond in Taiwan: Sources","{""Goldman Sachs"": ""neutral""}",https://www.reuters.com/article/idUSL3N0QX2XU20140827
Government begins search for new members for Securities Appellate Tribunal,"{""Securities Appellate Tribunal"": ""neutral""}",https://m.economictimes.com/government-begins-search-for-new-members-for-securities-appellate-tribunal/articleshow/47058670.cms
Govt should follow 25% public holding rule for PSUs: Sebi,"{""PSUs"": ""neutral"", ""Sebi"": ""neutral""}",https://www.thehindu.com/business/markets/govt-should-follow-25-publicfloat-rule-for-psus-sebi/article6082259.ece
Guidance framework soon for companies to make right disclosures: BSE,"{""BSE"": ""neutral""}",https://www.bseindia.com/downloads/whtsnew/file/Annexure%20I.pdf
Half-a-dozen hopefuls line up for UTI Mutual Funds top post,"{""UTI Mutual Fund"": ""neutral""}",https://www.moneycontrol.com/mutual-funds/amc-details/UT
Harsha Lal to head Dell's Public-Large Enterprise business in India,"{""Dell"": ""neutral""}",https://m.economictimes.com/harsha-lal-to-head-dellamp39s-public-large-enterprise-business-in-india/articleshow/11092471.cms
HCL Infosystems announces key additions to its Board of Directors,"{""HCL Infosystems"": ""neutral""}",https://m.economictimes.com/hcl-infosystems-announces-key-additions-to-its-board-of-directors/articleshow/32417825.cms
HCL Technologies Q4 results: Five things to watch out for,"{""HCL Technologies"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/HCL-Technologies-Q4-results-Five-things-to-watch-out-for/articleshow/48323792.cms
Here are the jobs most in demand on Wall Street,"{""Wall Street"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/here-are-the-jobs-most-in-demand-on-wall-street/articleshow/50360365.cms
Hinduja Ventures appoints Amar Chintopanth as Group CFO - Media,"{""Hinduja Ventures"": ""neutral""}",https://www.indiainfoline.com/article-amp/news/hinduja-ventures-appoints-amar-chintopanth-as-group-cfo-media-5910333352_1.html
Hindustan Construction likely to list Lavasa Corp by July-September quarter,"{""Hindustan Construction"": ""neutral"", ""Lavasa Corp"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/hindustan-construction-likely-to-list-lavasa-corp-by-july-september-quarter/articleshow/47137613.cms
Hong Kong shares close mixed on China bank reform plan,"{""Hong Kong shares"": ""neutral""}",https://www.cnbc.com/2022/10/19/asia-markets-stocks-currencies-central-banks-economic-data.html
"Hopeful on construction sector: Sanjay Dutt, Quantum Securities Pvt. Ltd.","{""construction sector"": ""positive"", ""Quantum Securities Pvt. Ltd."": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/hopeful-on-cosntruction-sector-sanjay-dutt-quantum-securities-pvt-ltd-/articleshow/8602625.cms
Housing lender Indiabulls plans up to $600 million share offering,"{""Indiabulls"": ""neutral""}",https://www.reuters.com/article/indiabulls-house-newissues-idUSL4N11F0IF20150909
HUL Ltd with target price of Rs 586: Mitesh Thacker,"{""HUL Ltd"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/hul-ltd-with-target-price-of-rs-586-mitesh-thacker/articleshow/29642447.cms
IC Sahu is new ED in-charge of IISCO Steel Plant,"{""IISCO Steel Plant"": ""neutral""}",https://m.economictimes.com/ic-sahu-is-new-ed-in-charge-of-iisco-steel-plant/articleshow/34527608.cms
Important that Bank Nifty captures 19150 levels again: Mitesh Thacker,"{""Bank Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/important-that-bank-nifty-captures-19150-levels-again-mitesh-thacker/articleshow/46299483.cms
"Info Edge: Economic turnaround, improved hiring to be immediate trigger","{""Info Edge"": ""neutral""}",https://economictimes.indiatimes.com/wealth/invest/info-edge-is-coming-out-of-covid-shadow-why-it-is-this-weeks-stock-pick/articleshow/90606362.cms
Inform clients on website to update details: Sebi to Brokers,"{""Sebi"": ""neutral""}",https://m.economictimes.com/inform-clients-on-website-to-update-details-sebi-to-brokers/articleshow/40915963.cms
"Infosys December show, Federal minutes to set pace for markets","{""Infosys"": ""neutral""}",https://economictimes.indiatimes.com/topic/qe-tapering-programme
"Insider trading, risk management key focus areas for 2014: Sebi","{""Sebi"": ""neutral""}",https://m.economictimes.com/insider-trading-risk-management-key-focus-areas-for-2014-sebi/articleshow/28230017.cms
Insurance bill will not benefit insurance companies immediately: Deepak Shenoy,"{""insurance companies"": ""neutral""}",https://www.capitalmind.in/2021/09/ep41-term-insurance-why-and-when-do-you-need-it/
Intelenet to delist Sparsh BPO to avoid conflict of interest,"{""Intelenet"": ""neutral"", ""Sparsh BPO"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/intelenet-to-delist-sparsh-bpo-to-avoid-conflict-of-interest/articleshow/6733285.cms
"IRFC may raise Rs 6,300 crore via rupee-denominate bonds abroad","{""IRFC"": ""neutral""}",https://m.economictimes.com/markets/bonds/irfc-may-raise-rs-6300-crore-via-rupee-denominate-bonds-abroad/articleshow/47006451.cms
iStreet Network to raise Rs 100 crore for expanding operations,"{""iStreet Network"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/istreet-network-to-raise-rs-100-crore-for-expanding-operations/articleshow/33753123.cms
IT stocks lead gain in weak market post Infosys results,"{""IT stocks"": ""positive"", ""Infosys"": ""positive""}",https://m.economictimes.com/markets/stocks/news/it-stocks-lead-gain-in-weak-market-post-infosys-results/articleshow/38188695.cms
Jagran Prakashan reports Q2 net profit at Rs 91.27 crore,"{""Jagran Prakashan"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/jagran-prakashan-reports-q2-net-profit-at-rs-91-27-crore/articleshow/49596296.cms
Jain Irrigation in talks with IFC for stake sale: Sources,"{""Jain Irrigation"": ""neutral"", ""IFC"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/jain-irrigation-in-talks-with-ifc-for-stake-sale-sources/articleshow/15431839.cms
Jet Airways appoints aviation specialist Cramer Ball as new CEO,"{""Jet Airways"": ""neutral""}",https://m.economictimes.com/jet-airways-appoints-aviation-specialist-cramer-ball-as-new-ceo/articleshow/35634885.cms
JK Paper reports Q4 net profit at Rs 18.07 crore,"{""JK Paper"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/jk-paper-reports-q4-net-profit-at-rs-18-07-crore/articleshow/47311343.cms
Kasturi and Sons appoints Rajiv Lochan as MD & CEO,"{""Kasturi and Sons"": ""neutral""}",https://www.business-standard.com/article/current-affairs/kasturi-and-sons-appoints-rajiv-lochan-as-md-ceo-114050700768_1.html
KC Chakrabarty to join Indiabulls Housing Finance as Independent Director,"{""Indiabulls Housing Finance"": ""neutral""}",https://m.economictimes.com/kc-chakrabarty-to-join-indiabulls-housing-finance-as-independent-director/articleshow/37928333.cms
Ketan Mehta eyes $10 mn from PE players for Maya,"{""Maya"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/ketan-mehta-eyes-10-mn-from-pe-players-for-maya/articleshow/7491543.cms
KPMG appoints Samik Nandi as Partner of ERP Adivisory practice,"{""KPMG"": ""neutral""}",https://m.economictimes.com/kpmg-appoints-samik-nandi-as-partner-of-erp-adivisory-practice/articleshow/21102535.cms
LSE partners with Chinese banks to promote London renminbi trading,"{""LSE"": ""neutral"", ""Chinese banks"": ""neutral""}",https://www.reuters.com/article/lse-bank-of-china-renminbi-idUSL5N0OY2A520140617
M Teresa Kho is ADB's new country director for India,"{""ADB"": ""neutral""}",https://m.economictimes.com/m-teresa-kho-is-adbs-new-country-director-for-india/articleshow/29827644.cms
Maharashtra Electricity Regulatory Commission appoints Chandra Iyengar as its Chief,"{""Maharashtra Electricity Regulatory Commission"": ""neutral""}",https://m.economictimes.com/maharashtra-electricity-regulatory-commission-appoints-chandra-iyengar-as-its-chief/articleshow/31204968.cms
Management commentaries to sway sentiment on IT counters: Mayuresh Joshi,"{""IT counters"": ""neutral""}",https://economictimes.indiatimes.com/topic/mayuresh-joshi-vp
Markets are loving the no vote in the Scottish referendum,"{""Markets"": ""positive""}",https://www.businessinsider.com/markets-are-loving-the-no-vote-in-the-scottish-referendum-2014-9
Markets look directionless: Here where investors can park their money,"{""Markets"": ""neutral""}",https://finance.yahoo.com/news/goldman-sachs-says-where-park-203125969.html
"Markets may correct this week, buy-on-dips looks a safe play","{""Markets"": ""positive""}",https://m.economictimes.com/markets-may-correct-this-week-buy-on-dips-looks-a-safe-play/articleshow/31216537.cms
Markets may take cues from global factors this week: Experts,"{""Markets"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/markets-may-take-cues-from-global-factors-this-week-experts/articleshow/40324822.cms
Markets seems to be getting into budget-trade mode: Ashwani Gujral,"{""Markets"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/markets-seems-to-be-getting-into-budget-trade-mode-ashwani-gujral/articleshow/45191074.cms
Markets to be in limbo till poll results: Nitin Raheja,"{""Markets"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/markets-to-be-in-limbo-till-poll-results-nitin-raheja/articleshow/34412313.cms
Maruti versus minority shareholders: It a precedent in the making,"{""Maruti"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/maruti-versus-minority-shareholders-its-a-precedent-in-the-making/articleshow/32408451.cms
MCX likely to tweak technology deal with FTIL by month-end,"{""MCX"": ""neutral"", ""FTIL"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/mcx-likely-to-tweak-technology-deal-with-ftil-by-month-end/articleshow/40388423.cms
MCX lists at 34% premium at Rs 1387 on BSE,"{""MCX"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/mcx-lists-at-34-premium-at-rs-1387-on-bse/articleshow/12194060.cms
MCX plans strategic stake sales to raise Rs 900 crore,"{""MCX"": ""neutral""}",https://m.economictimes.com/markets/stocks/mcx-plans-strategic-stake-sales-to-raise-rs-900-crore/articleshow/30756891.cms
"MCX-SX first to offer interest rate futures, starting January 20","{""MCX-SX"": ""neutral"", ""interest rate futures"": ""neutral""}",https://m.economictimes.com/markets/commodities/mcx-sx-first-to-offer-interest-rate-futures-starting-january-20/articleshow/28797781.cms
Media important part of Sebi surveillance mechanism: U K Sinha,"{""Sebi"": ""neutral""}",https://m.economictimes.com/media-important-part-of-sebis-surveillance-mechanism-u-k-sinha/articleshow/41191152.cms
Metropolitan Stock Exchange eyes Rs 118 crore via rights issue,"{""Metropolitan Stock Exchange"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/metropolitan-stock-exchange-eyes-rs-118-crore-via-rights-issue/articleshow/47553612.cms
"More time required for order on NSEL-FTIL merger, says Government","{""NSEL"": ""neutral"", ""FTIL"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/more-time-required-for-order-on-nsel-ftil-merger-says-government/articleshow/46819029.cms
Morgan Stanley plans natgas export plant in new commodities foray,"{""Morgan Stanley"": ""neutral""}",https://www.reuters.com/article/us-morganstanley-naturalgas-idUSKBN0GT0B320140829
Motilal Oswal forecasts achhe din for stock market in 2016,"{""Motilal Oswal"": ""neutral""}",https://www.businessinsider.com/wall-street-2016-stock-market-forecasts-2015-11
NCDEX initiative has Gulab Bagh reaping big with maize contracts,"{""NCDEX"": ""neutral""}",https://m.economictimes.com/markets/commodities/ncdex-initiative-has-gulab-bagh-reaping-big-with-maize-contracts/articleshow/37693379.cms
NCDEX ties up with DD Kisan to provide agri-price information,"{""NCDEX"": ""neutral"", ""DD Kisan"": ""neutral""}",https://m.economictimes.com/markets/commodities/ncdex-ties-up-with-dd-kisan-to-provide-agri-price-information/articleshow/46943783.cms
NCDEX to bring in differential transaction charges from February 19,"{""NCDEX"": ""neutral""}",https://m.economictimes.com/markets/commodities/ncdex-to-bring-in-differential-transaction-charges-from-february-19/articleshow/30634119.cms
Near term outlook remains muted for cement space: Amit Khurana,"{""cement space"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/near-term-outlook-remains-muted-for-cement-space-amit-khurana/articleshow/47470879.cms
Network18 founder Raghav Bahl to continue as non-executive board member,"{""Network18"": ""neutral""}",https://m.economictimes.com/network18-founder-raghav-bahl-to-continue-as-non-executive-board-member/articleshow/37962402.cms
Next few years need stable FDI flows:  JP Morgan,"{""JP Morgan"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/next-few-years-need-stable-fdi-flows-jp-morgan/articleshow/7592440.cms
NIF may turn co-plaintiff in Modern India suit against NSEL,"{""NSEL"": ""negative"", ""NIF"": ""neutral"", ""Modern India"": ""neutral""}",https://m.economictimes.com/nif-may-turn-co-plaintiff-in-modern-india-suit-against-nsel/articleshow/28780413.cms
NIF may turn co-plaintiff in Modern India suit against NSEL,"{""NSEL"": ""negative"", ""NIF"": ""neutral"", ""Modern India"": ""neutral""}",https://m.economictimes.com/nif-may-turn-co-plaintiff-in-modern-india-suit-against-nsel/articleshow/28780413.cms
"Nifty can hit 12,000 in five years, says Raamdeo Agrawal","{""Nifty"": ""neutral""}",https://m.economictimes.com/nifty-can-hit-12000-in-five-years-says-raamdeo-agrawal/articleshow/32423897.cms
Nifty may be on its way to 6800: Ashwani Gujral,"{""Nifty"": ""neutral""}",https://m.economictimes.com/views-and-recos/nifty-may-be-on-its-way-to-6800-ashwani-gujral/articleshow/31757160.cms
Nifty might resume upward trend after 2-3 days: Mitesh Thacker,"{""Nifty"": ""positive""}",https://m.economictimes.com/markets/stocks/recos/nifty-might-resume-upward-trend-after-2-3-days-mitesh-thacker/articleshow/35630656.cms
"Nifty nears 6,300 as Russia pulls out troops from Crimea","{""Nifty"": ""neutral""}",https://m.economictimes.com/nifty-nears-6300-as-russia-pulls-out-troops-from-crimea/articleshow/31402889.cms
Nifty to get past 8000 at some point: Ashwani Gujral,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/nifty-to-get-past-8000-at-some-point-ashwani-gujral/articleshow/40866594.cms
"Nifty to trade in a range of 8350-8,550: Ashwani Gujral","{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/nifty-to-trade-in-a-range-of-8350-8550-ashwani-gujral/articleshow/46758057.cms
Nifty's consolidated P/E makes Indian markets cheaper than its peers,"{""Nifty"": ""neutral""}",https://m.economictimes.com/niftys-consolidated-p/e-makes-indian-markets-cheaper-than-its-peers/articleshow/12090352.cms
